% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
0.83	1	0	0	1	83	2	0	1	12	11	1	0	0	836
0.831	1	0	0	1	83	3	0	1	12	15	1	0	0	836
0.832	1	0	0	1	83	4	0	1	12	14	1	0	0	836
0.833	1	0	0	1	83	5	0	1	12	13	1	0	0	836
0.834	1	0	0	1	83	6	0	1	12	12	1	0	0	836
0.835	1	0	0	1	83	7	0	1	12	11	1	0	0	836
0.836	1	0	0	1	83	8	0	1	12	15	1	0	0	836
0.837	1	0	0	1	83	9	0	1	12	14	1	0	0	836
0.838	1	0	0	1	84	0	0	1	12	13	1	0	0	836
0.839	1	0	0	1	84	1	0	1	12	12	1	0	0	836
0.84	1	0	0	1	84	2	0	1	12	11	1	0	0	836
0.841	1	0	0	1	84	3	0	1	12	15	1	0	0	836
0.842	1	0	0	1	84	4	0	1	12	14	1	0	0	836
0.843	1	0	0	1	84	5	0	1	12	13	1	0	0	836
0.844	1	0	0	1	84	6	0	1	12	12	1	0	0	836
0.845	1	0	0	1	84	7	0	1	12	11	1	0	0	836
0.846	1	0	0	1	84	8	0	1	12	15	1	0	0	836
0.847	1	0	0	1	84	9	0	1	12	14	1	0	0	836
0.848	1	0	0	1	85	0	0	1	12	13	1	0	0	836
0.849	1	0	0	1	85	1	0	1	12	12	1	0	0	836
0.85	1	0	0	1	85	2	0	1	12	11	1	0	0	836
0.851	1	0	0	1	85	3	0	1	12	15	1	0	0	836
0.852	1	0	0	1	85	4	0	1	12	14	1	0	0	836
0.853	1	0	0	1	85	5	0	1	12	13	1	0	0	836
0.854	1	0	0	1	85	6	0	1	12	12	1	0	0	836
0.855	1	0	0	1	85	7	0	1	12	11	1	0	0	836
0.856	1	0	0	1	85	8	0	1	11	15	1	0	0	766
0.857	1	0	0	1	85	9	0	1	12	14	1	0	0	836
0.858	1	0	0	1	86	0	0	1	12	13	1	0	0	836
0.859	1	0	0	1	86	1	0	1	12	12	1	0	0	836
0.86	1	0	0	1	86	2	0	1	12	11	1	0	0	836
0.861	1	0	0	1	86	3	0	1	12	15	1	0	0	836
0.862	1	0	0	1	86	4	0	1	12	14	1	0	0	836
0.863	1	0	0	1	86	5	0	1	12	13	1	0	0	836
0.864	1	0	0	1	86	6	0	1	12	12	1	0	0	836
0.865	1	0	0	1	86	7	0	1	12	11	1	0	0	836
0.866	1	0	0	1	86	8	0	1	12	15	1	0	0	836
0.867	1	0	0	1	86	9	0	1	12	14	1	0	0	836
0.868	1	0	0	1	87	0	0	1	12	13	1	0	0	836
0.869	1	0	0	1	87	1	0	1	12	12	1	0	0	836
0.87	1	0	0	1	87	2	0	1	12	11	1	0	0	836
0.871	1	0	0	1	87	3	0	1	12	15	1	0	0	836
0.872	1	0	0	1	87	4	0	1	12	14	1	0	0	836
0.873	1	0	0	1	87	5	0	1	12	13	1	0	0	836
0.874	1	0	0	1	87	6	0	1	12	12	1	0	0	836
0.875	1	0	0	1	87	7	0	1	12	11	1	0	0	836
0.876	1	0	0	1	87	8	0	1	12	15	1	0	0	836
0.877	1	0	0	1	87	9	0	1	12	14	1	0	0	836
0.878	1	0	0	1	88	0	0	1	12	13	1	0	0	836
0.879	1	0	0	1	88	1	0	1	12	12	1	0	0	836
0.88	1	0	0	1	88	2	0	1	12	11	1	0	0	836
0.881	1	0	0	1	88	3	0	1	12	15	1	0	0	836
0.882	1	0	0	1	88	4	0	1	12	14	1	0	0	836
0.883	1	0	0	1	88	5	0	1	12	13	1	0	0	836
0.884	1	0	0	1	88	6	0	1	12	12	1	0	0	836
0.885	1	0	0	1	88	7	0	1	12	11	1	0	0	836
0.886	1	0	0	1	88	8	0	1	12	15	1	0	0	836
0.887	1	0	0	1	88	9	0	1	12	14	1	0	0	836
0.888	1	0	0	1	89	0	0	1	12	13	1	0	0	836
0.889	1	0	0	1	89	1	0	1	12	12	1	0	0	836
0.89	1	0	0	1	89	2	0	1	12	11	1	0	0	836
0.891	1	0	0	1	89	3	0	1	12	15	1	0	0	836
0.892	1	0	0	1	89	4	0	1	12	14	1	0	0	836
0.893	1	0	0	1	89	5	0	1	12	13	1	0	0	836
0.894	1	0	0	1	89	6	0	1	12	12	1	0	0	836
0.895	1	0	0	1	89	7	0	1	12	11	1	0	0	836
0.896	1	0	0	1	89	8	0	1	12	15	1	0	0	836
0.897	1	0	0	1	89	9	0	1	12	14	1	0	0	836
0.898	1	0	0	1	90	0	0	1	12	13	1	0	0	836
0.899	1	0	0	1	90	1	0	1	12	12	1	0	0	836
0.9	1	0	0	1	90	2	0	1	12	11	1	0	0	836
0.901	1	0	0	1	90	3	0	1	12	15	1	0	0	836
0.902	1	0	0	1	90	4	0	1	12	14	1	0	0	836
0.903	1	0	0	1	90	5	0	1	12	13	1	0	0	836
0.904	1	0	0	1	90	6	0	1	12	12	1	0	0	836
0.905	1	0	0	1	90	7	0	1	12	11	1	0	0	836
0.906	1	0	0	1	90	8	0	1	12	15	1	0	0	836
0.907	1	0	0	1	90	9	0	1	12	14	1	0	0	836
0.908	1	0	0	1	91	0	0	1	12	13	1	0	0	836
0.909	1	0	0	1	91	1	0	1	12	12	1	0	0	836
0.91	1	0	0	1	91	2	0	1	12	11	1	0	0	836
0.911	1	0	0	1	91	3	0	1	12	15	1	0	0	836
0.912	1	0	0	1	91	4	0	1	12	14	1	0	0	836
0.913	1	0	0	1	91	5	0	1	12	13	1	0	0	836
0.914	1	0	0	1	91	6	0	1	12	12	1	0	0	836
0.915	1	0	0	1	91	7	0	1	12	11	1	0	0	836
0.916	1	0	0	1	91	8	0	1	12	15	1	0	0	836
0.917	1	0	0	1	91	9	0	1	12	14	1	0	0	836
0.918	1	0	0	1	92	0	0	1	12	13	1	0	0	836
0.919	1	0	0	1	92	1	0	1	12	12	1	0	0	836
0.92	1	0	0	1	92	2	0	1	12	11	1	0	0	836
0.921	1	0	0	1	92	3	0	1	12	15	1	0	0	836
0.922	1	0	0	1	92	4	0	1	12	14	1	0	0	836
0.923	1	0	0	1	92	5	0	1	12	13	1	0	0	836
0.924	1	0	0	1	92	6	0	1	12	12	1	0	0	836
0.925	1	0	0	1	92	7	0	1	12	11	1	0	0	836
0.926	1	0	0	1	92	8	0	1	12	15	1	0	0	836
0.927	1	0	0	1	92	9	0	1	12	14	1	0	0	836
0.928	1	0	0	1	93	0	0	1	12	13	1	0	0	836
0.929	1	0	0	1	93	1	0	1	12	12	1	0	0	836
0.93	1	0	0	1	93	2	0	1	12	11	1	0	0	836
0.931	1	0	0	1	93	3	0	1	12	15	1	0	0	836
0.932	1	0	0	1	93	4	0	1	12	14	1	0	0	836
0.933	1	0	0	1	93	5	0	1	12	13	1	0	0	836
0.934	1	0	0	1	93	6	0	1	12	12	1	0	0	836
0.935	1	0	0	1	93	7	0	1	12	11	1	0	0	836
0.936	1	0	0	1	93	8	0	1	11	15	1	0	0	766
0.937	1	0	0	1	93	9	0	1	12	14	1	0	0	836
0.938	1	0	0	1	94	0	0	1	12	13	1	0	0	836
0.939	1	0	0	1	94	1	0	1	12	12	1	0	0	836
0.94	1	0	0	1	94	2	0	1	12	11	1	0	0	836
0.941	1	0	0	1	94	3	0	1	12	15	1	0	0	836
0.942	1	0	0	1	94	4	0	1	12	14	1	0	0	836
0.943	1	0	0	1	94	5	0	1	12	13	1	0	0	836
0.944	1	0	0	1	94	6	0	1	12	12	1	0	0	836
0.945	1	0	0	1	94	7	0	1	12	11	1	0	0	836
0.946	1	0	0	1	94	8	0	1	12	15	1	0	0	836
0.947	1	0	0	1	94	9	0	1	12	14	1	0	0	836
0.948	1	0	0	1	95	0	0	1	12	13	1	0	0	836
0.949	1	0	0	1	95	1	0	1	12	12	1	0	0	836
0.95	1	0	0	1	95	2	0	1	12	11	1	0	0	836
0.951	1	0	0	1	95	3	0	1	12	15	1	0	0	836
0.952	1	0	0	1	95	4	0	1	12	14	1	0	0	836
0.953	1	0	0	1	95	5	0	1	12	13	1	0	0	836
0.954	1	0	0	1	95	6	0	1	12	12	1	0	0	836
0.955	1	0	0	1	95	7	0	1	12	11	1	0	0	836
0.956	1	0	0	1	95	8	0	1	12	15	1	0	0	836
0.957	1	0	0	1	95	9	0	1	12	14	1	0	0	836
0.958	1	0	0	1	96	0	0	1	12	13	1	0	0	836
0.959	1	0	0	1	96	1	0	1	12	12	1	0	0	836
0.96	1	0	0	1	96	2	0	1	12	11	1	0	0	836
0.961	1	0	0	1	96	3	0	1	12	15	1	0	0	836
0.962	1	0	0	1	96	4	0	1	12	14	1	0	0	836
0.963	1	0	0	1	96	5	0	1	12	13	1	0	0	836
0.964	1	0	0	1	96	6	0	1	12	12	1	0	0	836
0.965	1	0	0	1	96	7	0	1	12	11	1	0	0	836
0.966	1	0	0	1	96	8	0	1	12	15	1	0	0	836
0.967	1	0	0	1	96	9	0	1	12	14	1	0	0	836
0.968	1	0	0	1	97	0	0	1	12	13	1	0	0	836
0.969	1	0	0	1	97	1	0	1	12	12	1	0	0	836
0.97	1	0	0	1	97	2	0	1	12	11	1	0	0	836
0.971	1	0	0	1	97	3	0	1	12	15	1	0	0	836
0.972	1	0	0	1	97	4	0	1	12	14	1	0	0	836
0.973	1	0	0	1	97	5	0	1	12	13	1	0	0	836
0.974	1	0	0	1	97	6	0	1	12	12	1	0	0	836
0.975	1	0	0	1	97	7	0	1	12	11	1	0	0	836
0.976	1	0	0	1	97	8	0	1	12	15	1	0	0	836
0.977	1	0	0	1	97	9	0	1	12	14	1	0	0	836
0.978	1	0	0	1	98	0	0	1	12	13	1	0	0	836
0.979	1	0	0	1	98	1	0	1	12	12	1	0	0	836
0.98	1	0	0	1	98	2	0	1	12	11	1	0	0	836
0.981	1	0	0	1	98	3	0	1	12	15	1	0	0	836
0.982	1	0	0	1	98	4	0	1	12	14	1	0	0	836
0.983	1	0	0	1	98	5	0	1	12	13	1	0	0	836
0.984	1	0	0	1	98	6	0	1	12	12	1	0	0	836
0.985	1	0	0	1	98	7	0	1	12	11	1	0	0	836
0.986	1	0	0	1	98	8	0	1	12	15	1	0	0	836
0.987	1	0	0	1	98	9	0	1	12	14	1	0	0	836
0.988	1	0	0	1	99	0	0	1	12	13	1	0	0	836
0.989	1	0	0	1	99	1	0	1	12	12	1	0	0	836
0.99	1	0	0	1	99	2	0	1	12	11	1	0	0	836
0.991	1	0	0	1	99	3	0	1	12	15	1	0	0	836
0.992	1	0	0	1	99	4	0	1	12	14	1	0	0	836
0.993	1	0	0	1	99	5	0	1	12	13	1	0	0	836
0.994	1	0	0	1	99	6	0	1	12	12	1	0	0	836
0.995	1	0	0	1	99	7	0	1	12	11	1	0	0	836
0.996	1	0	0	1	99	8	0	1	12	15	1	0	0	836
0.997	1	0	0	1	99	9	0	1	12	14	1	0	0	836
0.998	1	0	0	1	100	0	0	1	12	13	1	0	0	836
0.999	1	0	0	1	100	1	0	1	12	12	1	0	0	836
