Time(sec)	CellId	BwpId	IMSI	pathLoss(dB)
0.783071	1	0	1	-71.3602
0.784	1	0	1	-71.3602
0.784071	1	0	1	-71.3602
0.785	1	0	1	-71.3602
0.785071	1	0	1	-71.3602
0.786	1	0	1	-71.3602
0.786071	1	0	1	-71.3602
0.787	1	0	1	-71.3602
0.787071	1	0	1	-71.3602
0.788	1	0	1	-71.3602
0.788071	1	0	1	-71.3602
0.789	1	0	1	-71.3602
0.789071	1	0	1	-71.3602
0.79	1	0	1	-71.3602
0.790071	1	0	1	-71.3602
0.791	1	0	1	-71.3602
0.791071	1	0	1	-71.3602
0.792	1	0	1	-71.3602
0.792071	1	0	1	-71.3602
0.793	1	0	1	-71.3602
0.793071	1	0	1	-71.3602
0.794	1	0	1	-71.3602
0.794071	1	0	1	-71.3602
0.795	1	0	1	-71.3602
0.795071	1	0	1	-71.3602
0.796	1	0	1	-71.3602
0.796071	1	0	1	-71.3602
0.797	1	0	1	-71.3602
0.797071	1	0	1	-71.3602
0.798	1	0	1	-71.3602
0.798071	1	0	1	-71.3602
0.799	1	0	1	-71.3602
0.799071	1	0	1	-71.3602
0.8	1	0	1	-71.3602
0.800071	1	0	1	-71.3602
0.801	1	0	1	-71.3602
0.801071	1	0	1	-71.3602
0.802	1	0	1	-71.3602
0.802071	1	0	1	-71.3602
0.803	1	0	1	-71.3602
0.803071	1	0	1	-71.3602
0.804	1	0	1	-71.3602
0.804071	1	0	1	-71.3602
0.805	1	0	1	-71.3602
0.805071	1	0	1	-71.3602
0.806	1	0	1	-71.3602
0.806071	1	0	1	-71.3602
0.807	1	0	1	-71.3602
0.807071	1	0	1	-71.3602
0.808	1	0	1	-71.3602
0.808071	1	0	1	-71.3602
0.809	1	0	1	-71.3602
0.809071	1	0	1	-71.3602
0.81	1	0	1	-71.3602
0.810071	1	0	1	-71.3602
0.811	1	0	1	-71.3602
0.811071	1	0	1	-71.3602
0.812	1	0	1	-71.3602
0.812071	1	0	1	-71.3602
0.813	1	0	1	-71.3602
0.813071	1	0	1	-71.3602
0.814	1	0	1	-71.3602
0.814071	1	0	1	-71.3602
0.815	1	0	1	-71.3602
0.815071	1	0	1	-71.3602
0.816	1	0	1	-71.3602
0.816071	1	0	1	-71.3602
0.817	1	0	1	-71.3602
0.817071	1	0	1	-71.3602
0.818	1	0	1	-71.3602
0.818071	1	0	1	-71.3602
0.819	1	0	1	-71.3602
0.819071	1	0	1	-71.3602
0.82	1	0	1	-71.3602
0.820071	1	0	1	-71.3602
0.821	1	0	1	-71.3602
0.821071	1	0	1	-71.3602
0.822	1	0	1	-71.3602
0.822071	1	0	1	-71.3602
0.823	1	0	1	-71.3602
0.823071	1	0	1	-71.3602
0.824	1	0	1	-71.3602
0.824071	1	0	1	-71.3602
0.825	1	0	1	-71.3602
0.825071	1	0	1	-71.3602
0.826	1	0	1	-71.3602
0.826071	1	0	1	-71.3602
0.827	1	0	1	-71.3602
0.827071	1	0	1	-71.3602
0.828	1	0	1	-71.3602
0.828071	1	0	1	-71.3602
0.829	1	0	1	-71.3602
0.829071	1	0	1	-71.3602
0.83	1	0	1	-71.3602
0.830071	1	0	1	-71.3602
0.831	1	0	1	-71.3602
0.831071	1	0	1	-71.3602
0.832	1	0	1	-71.3602
0.832071	1	0	1	-71.3602
0.833	1	0	1	-71.3602
0.833071	1	0	1	-71.3602
0.834	1	0	1	-71.3602
0.834071	1	0	1	-71.3602
0.835	1	0	1	-71.3602
0.835071	1	0	1	-71.3602
0.836	1	0	1	-71.3602
0.836071	1	0	1	-71.3602
0.837	1	0	1	-71.3602
0.837071	1	0	1	-71.3602
0.838	1	0	1	-71.3602
0.838071	1	0	1	-71.3602
0.839	1	0	1	-71.3602
0.839071	1	0	1	-71.3602
0.84	1	0	1	-71.3602
0.840071	1	0	1	-71.3602
0.841	1	0	1	-71.3602
0.841071	1	0	1	-71.3602
0.842	1	0	1	-71.3602
0.842071	1	0	1	-71.3602
0.843	1	0	1	-71.3602
0.843071	1	0	1	-71.3602
0.844	1	0	1	-71.3602
0.844071	1	0	1	-71.3602
0.845	1	0	1	-71.3602
0.845071	1	0	1	-71.3602
0.846	1	0	1	-71.3602
0.846071	1	0	1	-71.3602
0.847	1	0	1	-71.3602
0.847071	1	0	1	-71.3602
0.848	1	0	1	-71.3602
0.848071	1	0	1	-71.3602
0.849	1	0	1	-71.3602
0.849071	1	0	1	-71.3602
0.85	1	0	1	-71.3602
0.850071	1	0	1	-71.3602
0.851	1	0	1	-71.3602
0.851071	1	0	1	-71.3602
0.852	1	0	1	-71.3602
0.852071	1	0	1	-71.3602
0.853	1	0	1	-71.3602
0.853071	1	0	1	-71.3602
0.854	1	0	1	-71.3602
0.854071	1	0	1	-71.3602
0.855	1	0	1	-71.3602
0.855071	1	0	1	-71.3602
0.856	1	0	1	-71.3602
0.856071	1	0	1	-71.3602
0.857	1	0	1	-71.3602
0.857071	1	0	1	-71.3602
0.858	1	0	1	-71.3602
0.858071	1	0	1	-71.3602
0.859	1	0	1	-71.3602
0.859071	1	0	1	-71.3602
0.86	1	0	1	-71.3602
0.860071	1	0	1	-71.3602
0.861	1	0	1	-71.3602
0.861071	1	0	1	-71.3602
0.862	1	0	1	-71.3602
0.862071	1	0	1	-71.3602
0.863	1	0	1	-71.3602
0.863071	1	0	1	-71.3602
0.864	1	0	1	-71.3602
0.864071	1	0	1	-71.3602
0.865	1	0	1	-71.3602
0.865071	1	0	1	-71.3602
0.866	1	0	1	-71.3602
0.866071	1	0	1	-71.3602
0.867	1	0	1	-71.3602
0.867071	1	0	1	-71.3602
0.868	1	0	1	-71.3602
0.868071	1	0	1	-71.3602
0.869	1	0	1	-71.3602
0.869071	1	0	1	-71.3602
0.87	1	0	1	-71.3602
0.870071	1	0	1	-71.3602
0.871	1	0	1	-71.3602
0.871071	1	0	1	-71.3602
0.872	1	0	1	-71.3602
0.872071	1	0	1	-71.3602
0.873	1	0	1	-71.3602
0.873071	1	0	1	-71.3602
0.874	1	0	1	-71.3602
0.874071	1	0	1	-71.3602
0.875	1	0	1	-71.3602
0.875071	1	0	1	-71.3602
0.876	1	0	1	-71.3602
0.876071	1	0	1	-71.3602
0.877	1	0	1	-71.3602
0.877071	1	0	1	-71.3602
0.878	1	0	1	-71.3602
0.878071	1	0	1	-71.3602
0.879	1	0	1	-71.3602
0.879071	1	0	1	-71.3602
0.88	1	0	1	-71.3602
0.880071	1	0	1	-71.3602
0.881	1	0	1	-71.3602
0.881071	1	0	1	-71.3602
0.882	1	0	1	-71.3602
0.882071	1	0	1	-71.3602
0.883	1	0	1	-71.3602
0.883071	1	0	1	-71.3602
0.884	1	0	1	-71.3602
0.884071	1	0	1	-71.3602
0.885	1	0	1	-71.3602
0.885071	1	0	1	-71.3602
0.886	1	0	1	-71.3602
0.886071	1	0	1	-71.3602
0.887	1	0	1	-71.3602
0.887071	1	0	1	-71.3602
0.888	1	0	1	-71.3602
0.888071	1	0	1	-71.3602
0.889	1	0	1	-71.3602
0.889071	1	0	1	-71.3602
0.89	1	0	1	-71.3602
0.890071	1	0	1	-71.3602
0.891	1	0	1	-71.3602
0.891071	1	0	1	-71.3602
0.892	1	0	1	-71.3602
0.892071	1	0	1	-71.3602
0.893	1	0	1	-71.3602
0.893071	1	0	1	-71.3602
0.894	1	0	1	-71.3602
0.894071	1	0	1	-71.3602
0.895	1	0	1	-71.3602
0.895071	1	0	1	-71.3602
0.896	1	0	1	-71.3602
0.896071	1	0	1	-71.3602
0.897	1	0	1	-71.3602
0.897071	1	0	1	-71.3602
0.898	1	0	1	-71.3602
0.898071	1	0	1	-71.3602
0.899	1	0	1	-71.3602
0.899071	1	0	1	-71.3602
0.9	1	0	1	-71.3602
0.900071	1	0	1	-71.3602
0.901	1	0	1	-71.3602
0.901071	1	0	1	-71.3602
0.902	1	0	1	-71.3602
0.902071	1	0	1	-71.3602
0.903	1	0	1	-71.3602
0.903071	1	0	1	-71.3602
0.904	1	0	1	-71.3602
0.904071	1	0	1	-71.3602
0.905	1	0	1	-71.3602
0.905071	1	0	1	-71.3602
0.906	1	0	1	-71.3602
0.906071	1	0	1	-71.3602
0.907	1	0	1	-71.3602
0.907071	1	0	1	-71.3602
0.908	1	0	1	-71.3602
0.908071	1	0	1	-71.3602
0.909	1	0	1	-71.3602
0.909071	1	0	1	-71.3602
0.91	1	0	1	-71.3602
0.910071	1	0	1	-71.3602
0.911	1	0	1	-71.3602
0.911071	1	0	1	-71.3602
0.912	1	0	1	-71.3602
0.912071	1	0	1	-71.3602
0.913	1	0	1	-71.3602
0.913071	1	0	1	-71.3602
0.914	1	0	1	-71.3602
0.914071	1	0	1	-71.3602
0.915	1	0	1	-71.3602
0.915071	1	0	1	-71.3602
0.916	1	0	1	-71.3602
0.916071	1	0	1	-71.3602
0.917	1	0	1	-71.3602
0.917071	1	0	1	-71.3602
0.918	1	0	1	-71.3602
0.918071	1	0	1	-71.3602
0.919	1	0	1	-71.3602
0.919071	1	0	1	-71.3602
0.92	1	0	1	-71.3602
0.920071	1	0	1	-71.3602
0.921	1	0	1	-71.3602
0.921071	1	0	1	-71.3602
0.922	1	0	1	-71.3602
0.922071	1	0	1	-71.3602
0.923	1	0	1	-71.3602
0.923071	1	0	1	-71.3602
0.924	1	0	1	-71.3602
0.924071	1	0	1	-71.3602
0.925	1	0	1	-71.3602
0.925071	1	0	1	-71.3602
0.926	1	0	1	-71.3602
0.926071	1	0	1	-71.3602
0.927	1	0	1	-71.3602
0.927071	1	0	1	-71.3602
0.928	1	0	1	-71.3602
0.928071	1	0	1	-71.3602
0.929	1	0	1	-71.3602
0.929071	1	0	1	-71.3602
0.93	1	0	1	-71.3602
0.930071	1	0	1	-71.3602
0.931	1	0	1	-71.3602
0.931071	1	0	1	-71.3602
0.932	1	0	1	-71.3602
0.932071	1	0	1	-71.3602
0.933	1	0	1	-71.3602
0.933071	1	0	1	-71.3602
0.934	1	0	1	-71.3602
0.934071	1	0	1	-71.3602
0.935	1	0	1	-71.3602
0.935071	1	0	1	-71.3602
0.936	1	0	1	-71.3602
0.936071	1	0	1	-71.3602
0.937	1	0	1	-71.3602
0.937071	1	0	1	-71.3602
0.938	1	0	1	-71.3602
0.938071	1	0	1	-71.3602
0.939	1	0	1	-71.3602
0.939071	1	0	1	-71.3602
0.94	1	0	1	-71.3602
0.940071	1	0	1	-71.3602
0.941	1	0	1	-71.3602
0.941071	1	0	1	-71.3602
0.942	1	0	1	-71.3602
0.942071	1	0	1	-71.3602
0.943	1	0	1	-71.3602
0.943071	1	0	1	-71.3602
0.944	1	0	1	-71.3602
0.944071	1	0	1	-71.3602
0.945	1	0	1	-71.3602
0.945071	1	0	1	-71.3602
0.946	1	0	1	-71.3602
0.946071	1	0	1	-71.3602
0.947	1	0	1	-71.3602
0.947071	1	0	1	-71.3602
0.948	1	0	1	-71.3602
0.948071	1	0	1	-71.3602
0.949	1	0	1	-71.3602
0.949071	1	0	1	-71.3602
0.95	1	0	1	-71.3602
0.950071	1	0	1	-71.3602
0.951	1	0	1	-71.3602
0.951071	1	0	1	-71.3602
0.952	1	0	1	-71.3602
0.952071	1	0	1	-71.3602
0.953	1	0	1	-71.3602
0.953071	1	0	1	-71.3602
0.954	1	0	1	-71.3602
0.954071	1	0	1	-71.3602
0.955	1	0	1	-71.3602
0.955071	1	0	1	-71.3602
0.956	1	0	1	-71.3602
0.956071	1	0	1	-71.3602
0.957	1	0	1	-71.3602
0.957071	1	0	1	-71.3602
0.958	1	0	1	-71.3602
0.958071	1	0	1	-71.3602
0.959	1	0	1	-71.3602
0.959071	1	0	1	-71.3602
0.96	1	0	1	-71.3602
0.960071	1	0	1	-71.3602
0.961	1	0	1	-71.3602
0.961071	1	0	1	-71.3602
0.962	1	0	1	-71.3602
0.962071	1	0	1	-71.3602
0.963	1	0	1	-71.3602
0.963071	1	0	1	-71.3602
0.964	1	0	1	-71.3602
0.964071	1	0	1	-71.3602
0.965	1	0	1	-71.3602
0.965071	1	0	1	-71.3602
0.966	1	0	1	-71.3602
0.966071	1	0	1	-71.3602
0.967	1	0	1	-71.3602
0.967071	1	0	1	-71.3602
0.968	1	0	1	-71.3602
0.968071	1	0	1	-71.3602
0.969	1	0	1	-71.3602
0.969071	1	0	1	-71.3602
0.97	1	0	1	-71.3602
0.970071	1	0	1	-71.3602
0.971	1	0	1	-71.3602
0.971071	1	0	1	-71.3602
0.972	1	0	1	-71.3602
0.972071	1	0	1	-71.3602
0.973	1	0	1	-71.3602
0.973071	1	0	1	-71.3602
0.974	1	0	1	-71.3602
0.974071	1	0	1	-71.3602
0.975	1	0	1	-71.3602
0.975071	1	0	1	-71.3602
0.976	1	0	1	-71.3602
0.976071	1	0	1	-71.3602
0.977	1	0	1	-71.3602
0.977071	1	0	1	-71.3602
0.978	1	0	1	-71.3602
0.978071	1	0	1	-71.3602
0.979	1	0	1	-71.3602
0.979071	1	0	1	-71.3602
0.98	1	0	1	-71.3602
0.980071	1	0	1	-71.3602
0.981	1	0	1	-71.3602
0.981071	1	0	1	-71.3602
0.982	1	0	1	-71.3602
0.982071	1	0	1	-71.3602
0.983	1	0	1	-71.3602
0.983071	1	0	1	-71.3602
0.984	1	0	1	-71.3602
0.984071	1	0	1	-71.3602
0.985	1	0	1	-71.3602
0.985071	1	0	1	-71.3602
0.986	1	0	1	-71.3602
0.986071	1	0	1	-71.3602
0.987	1	0	1	-71.3602
0.987071	1	0	1	-71.3602
0.988	1	0	1	-71.3602
0.988071	1	0	1	-71.3602
0.989	1	0	1	-71.3602
0.989071	1	0	1	-71.3602
0.99	1	0	1	-71.3602
0.990071	1	0	1	-71.3602
0.991	1	0	1	-71.3602
0.991071	1	0	1	-71.3602
0.992	1	0	1	-71.3602
0.992071	1	0	1	-71.3602
0.993	1	0	1	-71.3602
0.993071	1	0	1	-71.3602
0.994	1	0	1	-71.3602
0.994071	1	0	1	-71.3602
0.995	1	0	1	-71.3602
0.995071	1	0	1	-71.3602
0.996	1	0	1	-71.3602
0.996071	1	0	1	-71.3602
0.997	1	0	1	-71.3602
0.997071	1	0	1	-71.3602
0.998	1	0	1	-71.3602
0.998071	1	0	1	-71.3602
0.999	1	0	1	-71.3602
0.999071	1	0	1	-71.3602
