Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	bwpId	rnti	tbSize	mcs	rank	rv	SINR(dB)	CQI	corrupt	TBler
0.724929	DL	72	4	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.725929	DL	72	5	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.726929	DL	72	6	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.727929	DL	72	7	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.728929	DL	72	8	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.729929	DL	72	9	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.730929	DL	73	0	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.731929	DL	73	1	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.732929	DL	73	2	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.733929	DL	73	3	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.734929	DL	73	4	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.735929	DL	73	5	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.736929	DL	73	6	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.737929	DL	73	7	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.738929	DL	73	8	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.739929	DL	73	9	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.740929	DL	74	0	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.741929	DL	74	1	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.742929	DL	74	2	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.743929	DL	74	3	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.744929	DL	74	4	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.745929	DL	74	5	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.746929	DL	74	6	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.747929	DL	74	7	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.748929	DL	74	8	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.749929	DL	74	9	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.750929	DL	75	0	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.751929	DL	75	1	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.752929	DL	75	2	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.753929	DL	75	3	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.754929	DL	75	4	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.755929	DL	75	5	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.756929	DL	75	6	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.757929	DL	75	7	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.758929	DL	75	8	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.759929	DL	75	9	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.760929	DL	76	0	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.761929	DL	76	1	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.762929	DL	76	2	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.763929	DL	76	3	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.764929	DL	76	4	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.765929	DL	76	5	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.766929	DL	76	6	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.767929	DL	76	7	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.768929	DL	76	8	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.769929	DL	76	9	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.770929	DL	77	0	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.771929	DL	77	1	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.772929	DL	77	2	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.773929	DL	77	3	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.774929	DL	77	4	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.775929	DL	77	5	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.776929	DL	77	6	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.777929	DL	77	7	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.778857	DL	77	8	0	1	11	1	0	1	381	0	1	0	48.7034	15	0	0
0.779929	DL	77	9	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.780929	DL	78	0	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.781929	DL	78	1	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.782929	DL	78	2	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.783929	DL	78	3	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.784929	DL	78	4	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.785929	DL	78	5	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.786929	DL	78	6	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.787929	DL	78	7	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.788929	DL	78	8	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.789929	DL	78	9	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.790929	DL	79	0	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.791929	DL	79	1	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.792929	DL	79	2	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.793929	DL	79	3	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.794929	DL	79	4	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.795929	DL	79	5	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.796929	DL	79	6	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.797929	DL	79	7	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.798929	DL	79	8	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.799929	DL	79	9	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.800929	DL	80	0	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.801929	DL	80	1	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.802929	DL	80	2	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.803929	DL	80	3	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.804929	DL	80	4	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.805929	DL	80	5	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.806929	DL	80	6	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.807929	DL	80	7	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.808929	DL	80	8	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.809929	DL	80	9	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.810929	DL	81	0	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.811929	DL	81	1	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.812929	DL	81	2	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.813929	DL	81	3	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.814929	DL	81	4	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.815929	DL	81	5	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.816929	DL	81	6	0	1	12	1	0	1	416	0	1	0	48.7034	15	0	0
0.817929	DL	81	7	0	1	12	1	0	1	416	0	1	0	59.4302	15	0	0
0.818929	DL	81	8	0	1	12	1	0	1	416	0	1	0	59.4302	15	0	0
0.819929	DL	81	9	0	1	12	1	0	1	416	0	1	0	59.4302	15	0	0
0.820929	DL	82	0	0	1	12	1	0	1	416	0	1	0	59.4302	15	0	0
0.821929	DL	82	1	0	1	12	1	0	1	416	0	1	0	59.4302	15	0	0
0.822929	DL	82	2	0	1	12	1	0	1	416	0	1	0	59.4302	15	0	0
0.823929	DL	82	3	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.824929	DL	82	4	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.825929	DL	82	5	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.826929	DL	82	6	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.827929	DL	82	7	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.828929	DL	82	8	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.829929	DL	82	9	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.830929	DL	83	0	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.831929	DL	83	1	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.832929	DL	83	2	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.833929	DL	83	3	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.834929	DL	83	4	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.835929	DL	83	5	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.836929	DL	83	6	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.837929	DL	83	7	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.838929	DL	83	8	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.839929	DL	83	9	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.840929	DL	84	0	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.841929	DL	84	1	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.842929	DL	84	2	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.843929	DL	84	3	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.844929	DL	84	4	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.845929	DL	84	5	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.846929	DL	84	6	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.847929	DL	84	7	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.848929	DL	84	8	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.849929	DL	84	9	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.850929	DL	85	0	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.851929	DL	85	1	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.852929	DL	85	2	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.853929	DL	85	3	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.854929	DL	85	4	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.855929	DL	85	5	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.856929	DL	85	6	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.857929	DL	85	7	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.858857	DL	85	8	0	1	11	1	0	1	766	0	2	0	56.4279	15	0	0
0.859929	DL	85	9	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.860929	DL	86	0	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.861929	DL	86	1	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.862929	DL	86	2	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.863929	DL	86	3	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.864929	DL	86	4	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.865929	DL	86	5	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.866929	DL	86	6	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.867929	DL	86	7	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.868929	DL	86	8	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.869929	DL	86	9	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.870929	DL	87	0	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.871929	DL	87	1	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.872929	DL	87	2	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.873929	DL	87	3	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.874929	DL	87	4	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.875929	DL	87	5	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.876929	DL	87	6	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.877929	DL	87	7	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.878929	DL	87	8	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.879929	DL	87	9	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.880929	DL	88	0	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.881929	DL	88	1	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.882929	DL	88	2	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.883929	DL	88	3	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.884929	DL	88	4	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.885929	DL	88	5	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.886929	DL	88	6	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.887929	DL	88	7	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.888929	DL	88	8	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.889929	DL	88	9	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.890929	DL	89	0	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.891929	DL	89	1	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.892929	DL	89	2	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.893929	DL	89	3	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.894929	DL	89	4	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.895929	DL	89	5	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.896929	DL	89	6	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.897929	DL	89	7	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.898929	DL	89	8	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.899929	DL	89	9	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.900929	DL	90	0	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.901929	DL	90	1	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.902929	DL	90	2	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.903929	DL	90	3	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.904929	DL	90	4	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.905929	DL	90	5	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.906929	DL	90	6	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.907929	DL	90	7	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.908929	DL	90	8	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.909929	DL	90	9	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.910929	DL	91	0	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.911929	DL	91	1	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.912929	DL	91	2	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.913929	DL	91	3	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.914929	DL	91	4	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.915929	DL	91	5	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.916929	DL	91	6	0	1	12	1	0	1	836	0	2	0	56.4279	15	0	0
0.917929	DL	91	7	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.918929	DL	91	8	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.919929	DL	91	9	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.920929	DL	92	0	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.921929	DL	92	1	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.922929	DL	92	2	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.923929	DL	92	3	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.924929	DL	92	4	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.925929	DL	92	5	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.926929	DL	92	6	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.927929	DL	92	7	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.928929	DL	92	8	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.929929	DL	92	9	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.930929	DL	93	0	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.931929	DL	93	1	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.932929	DL	93	2	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.933929	DL	93	3	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.934929	DL	93	4	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.935929	DL	93	5	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.936929	DL	93	6	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.937929	DL	93	7	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.938857	DL	93	8	0	1	11	1	0	1	766	0	2	0	40.55	15	0	0
0.939929	DL	93	9	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.940929	DL	94	0	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.941929	DL	94	1	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.942929	DL	94	2	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.943929	DL	94	3	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.944929	DL	94	4	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.945929	DL	94	5	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.946929	DL	94	6	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.947929	DL	94	7	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.948929	DL	94	8	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.949929	DL	94	9	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.950929	DL	95	0	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.951929	DL	95	1	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.952929	DL	95	2	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.953929	DL	95	3	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.954929	DL	95	4	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.955929	DL	95	5	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.956929	DL	95	6	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.957929	DL	95	7	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.958929	DL	95	8	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.959929	DL	95	9	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.960929	DL	96	0	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.961929	DL	96	1	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.962929	DL	96	2	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.963929	DL	96	3	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.964929	DL	96	4	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.965929	DL	96	5	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.966929	DL	96	6	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.967929	DL	96	7	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.968929	DL	96	8	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.969929	DL	96	9	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.970929	DL	97	0	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.971929	DL	97	1	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.972929	DL	97	2	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.973929	DL	97	3	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.974929	DL	97	4	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.975929	DL	97	5	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.976929	DL	97	6	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.977929	DL	97	7	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.978929	DL	97	8	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.979929	DL	97	9	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.980929	DL	98	0	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.981929	DL	98	1	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.982929	DL	98	2	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.983929	DL	98	3	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.984929	DL	98	4	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.985929	DL	98	5	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.986929	DL	98	6	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.987929	DL	98	7	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.988929	DL	98	8	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.989929	DL	98	9	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.990929	DL	99	0	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.991929	DL	99	1	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.992929	DL	99	2	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.993929	DL	99	3	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.994929	DL	99	4	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.995929	DL	99	5	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.996929	DL	99	6	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.997929	DL	99	7	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.998929	DL	99	8	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
0.999929	DL	99	9	0	1	12	1	0	1	836	0	2	0	40.55	15	0	0
